"...1","ContactID","Country of Programming","Gender","Nationality","Speaks.English","Speaks.Arabic","Speaks.Amazigh","Speaks.French","Age","Beneficiary.Specialization","Level.of.Education","Highest.Education.Graduation.Date","Currently.Studying","Current.Institution.Type","EFE.Graduation.Date","X..of.Days.Since.Graduation","Mailing.City","Mailing.State.Province","Last.Reached.By.Survey","Number.Days.Until.Job.Placement","Earliest.Job.Placement.Start.Date","Earliest.Job.Placement.Type","Retained.Job.as.of.last.Status.Check","Number.Days.Retained.Job","Continuously.Working","X..Of.Days.Continuously.Working","pl_grad","pl_grad_data","pl_3","pl_3_data","pl_6","pl_6_data","pl_9","pl_9_data","pl_12","pl_12_data","X3.Month.Job.Retention","X3.Month.Continuously.Working","X3.Month.Post.Placement.Data.Avail.YES","X6.Month.Job.Retention","X6.Month.Continuously.Working","X6.Month.Post.Placement.Data.Avail.YES","X9.Month.Job.Retention","X9.Month.Continuously.Working","X9.Month.Post.Placement.Data.Avail.YES","X12.Month.Job.Retention","X12.Month.Continuously.Working","X12.Month.Post.Placement.Data.Avail.YES","Contact.Record.Type.y","Application.Status","Application..Created.Date","Program.would.you.like.to.apply.","Marital.Status","Expected.Graduation.Date","Currently.Working.","Currently.Looking.for.Job.","Duration.Looking.for.Job","Main.Obstacle.to.Secure.Job","Other.Obstacle","Current.Position.Type","Current.Contract.Type","Other.Contract.Type..Current.","Fixed.Term.Contract.Length..Current.","Current.Business.Start.Date","How.Created.Current.Business","Current.Business.Registered.","Business.Generating.Revenue.","Has.Had.Internship","Current.Internship.Start.Date","Has.Had.Paid.Job","Current.Employment.Start.Date","Received.Prior.Prof.Skills.Training.","Motivation.for.Training","Other.Motivation.for.Training","How.Learned.of.EFE","X1st.Preferred.Industry.of.Employment","X2nd.Preferred.Industry.of.Employment","Preferred.Industry.Other","Commit.to.Participation...Attendance","Number.Family.Members","Number.Family.Members.Working","Monthly.Family.Income","Previous.Work.Experience","Number.of.Previous.Jobs","Job.Tenure.in.Months..First.","First.Previous.Job.Salary","Reason.Left.Job..First.","Job.Tenure.in.Months..Second.","Second.Previous.Job.Salary","Reason.Left.Job..Second.","Job.Tenure.in.Months..Third.","Third.Previous.Job.Salary","Reason.Left.Job..Third.","Received.Other.Scholarship.","Scholarship.Details","Registered.Under.Social.Security","Internally.Displaced.Person.","Lives.in.IDP.camp.or.shelter.","Against.attending.training.online.","Strength.of.Applicant.Internet","Against.working.in.mixed.environment.","Years.of.Experience","English.Proficiency","Computer.Proficiency","NumApps","months_job","sorting","Retention_6_months","Retention at 6 Months","Retention_3_months","Retention at 3 Months","Retention_9_months","Retention at 9 Months","Retention_12_months","Retention at 12 Months","ConfidencePost","ConfidencePre","ConfidenceChange","ConfidencePercent","EfficacyPost","EfficacyPre","EfficacyChange","EfficacyPercent"
3407,729,"Morocco Beneficiary","Female","Morocco",0,0,0,1,26,"Art/Crafts","Niveau Bac + 2",2020-02-03,0,"NA",2021-01-28,630,NA,"Ville de Casablanca",2021-08-23 14:23:00,13,2021-02-10,"Full-time",1,194,1,194,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2021-02-11,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Bank/Insurance",NA,NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,1,"Yes",1,"Yes",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
3408,33,"Morocco Beneficiary","Male","Morocco",1,1,0,1,35,"Industry/Materials","Bac+5",2011-08-01,0,"NA",2021-02-19,608,NA,"Marrakech et région",2021-11-19 10:31:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2021-01-29,NA,NA,2022-07-01,"No","Yes","7-9 Months","Has not searched for a job",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Yes",NA,"No","Improve Professional Skills",NA,"ANAPEC","Education/Training/Coaching","IT/Telecom",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
3410,731,"Morocco Beneficiary","Female","Morocco",0,0,0,1,27,"Art/Crafts","More than à Bac +5",2021-02-01,0,"NA",2021-01-28,630,NA,"Région de Casablanca-Settat",2021-08-23 14:24:00,13,2021-02-10,"Full-time",1,194,1,194,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2021-02-11,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"No",NA,"No","Improve Professional Skills",NA,"EFE Alumni","Environment",NA,NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,1,"Yes",1,"Yes",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
3411,37,"Jordan Beneficiary","Female","Syria",0,1,0,0,23,NA,"Below Tawjihi",NA,0,"NA",2021-01-31,627,NA,"Mafraq",2021-10-18 07:08:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2020-08-13,"Job Training and Placement","Married",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Factory production",NA,NA,"Yes",2,1,200,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",21,18,3,16.67%,22,18,4,22.22%
3412,1982,"Palestine Beneficiary","Female","Palestine",0,1,0,0,23,"Other","Vocational diploma",2020-08-11,0,"NA",2021-06-21,486,NA,"Gaza City",2022-04-19 05:42:00,10,2021-07-01,"Paid internship",1,292,1,292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,"Palestine Beneficiary","Accepted",2021-06-08,"Job Training and Placement","Married",NA,"No","Yes","10-12 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,"No","Improve Professional Skills",NA,"Family member","Advertising/Marketing/PR","Other","????? ???????","Yes",NA,NA,NA,NA,"1",2,600,"Position was temporary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Variable",NA,NA,NA,"Excellent",1,"Placed at Graduation",1,1,"Yes",1,"Yes",1,"Yes",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
3413,732,"Morocco Beneficiary","Male","Morocco",0,0,0,1,25,"Commerce/Sales/Distribution/Purchases","Bac+3",2021-02-01,0,"NA",2021-01-28,630,NA,"Ville de Casablanca",2021-08-23 14:24:00,13,2021-02-10,"Full-time",1,194,1,194,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2021-02-11,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"No",NA,"No","Learn to Work Effectively On a Team",NA,"Friend","Education/Training/Coaching",NA,NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,1,"Yes",1,"Yes",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
3414,1956,"Palestine Beneficiary","Male","Palestine",1,1,0,0,23,"Other","University Degree",2021-05-31,0,"NA",2021-06-21,486,NA,"Gaza City",2022-04-19 05:43:00,10,2021-07-01,"Paid internship",1,292,1,292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,"Palestine Beneficiary","Accepted",2021-06-06,"Job Training and Placement","Single",NA,"Yes",NA,NA,NA,NA,"Paid internship",NA,NA,NA,NA,NA,NA,NA,NA,2021-02-01,NA,NA,"No","Learn to Plan Career Path",NA,"EFE Alumni","Banking/Finance","Other","Freelancing","Yes",NA,NA,NA,"No","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Strong",NA,NA,"Intermediate","Excellent",1,"Placed at Graduation",1,1,"Yes",1,"Yes",1,"Yes",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
3415,727,"Morocco Beneficiary","Female","Morocco",0,0,0,1,26,"Electronics / Automotive / Aerospace","Niveau Bac + 2",2021-02-03,0,"NA",2021-01-28,630,NA,"Région de Casablanca-Settat",2021-08-23 14:19:59,13,2021-02-10,"Full-time",1,194,1,194,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2021-02-11,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"No",NA,"No","Learn to Work Effectively On a Team",NA,"ANAPEC","Biology/Chemistry",NA,NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,1,"Yes",1,"Yes",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
3417,4658,"Jordan Beneficiary","Male","Syria",0,1,0,0,26,NA,"Tawjihi ? Incomplete",NA,0,"NA",2022-02-25,237,NA,"East Amman",2022-09-12 06:33:00,1,2022-02-26,"Full-time",0,187,1,187,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2022-02-25,"Job Training and Placement","Single",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Factory production",NA,NA,"Yes",6,1,260,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,1,"Yes",1,"Yes",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
3419,2152,"Morocco Beneficiary","Female","Morocco",0,1,0,1,20,"Science/Math/Physics","Niveau Bac / Bac",2020-07-15,0,"NA",2021-06-08,499,"Tangier","Tanger-Tétouan-Al Hoceïma",2022-05-20 05:32:00,38,2021-07-16,"Full-time",0,-16,0,-16,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,"Morocco Beneficiary","Enrolled",2021-06-25,"Pathways to a Job",NA,NA,"No","Yes","4-6 Months","Area of study not relevant to job opportunities",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Help Me Find a Job",NA,"ANAPEC","Electronics / Automotive / Aerospace","Hospitality/Catering/Tourism",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at 3 Months",2,0,"No",0,"No",0,"No",0,"No",22,16,6,37.50%,23,17,6,35.29%
3420,3873,"Jordan Beneficiary","Male","Jordan",0,1,0,0,24,"No Specialization or specific area of study","University Degree",2018-12-06,0,"NA",2022-01-27,266,NA,"East Amman",2022-06-21 08:10:00,5,2022-02-01,"Full-time",1,140,1,140,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-12-15,"Job Training and Placement","Single",NA,"No","Yes","7-9 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Improve Professional Skills",NA,"Facebook","Advertising/Marketing/PR",NA,NA,"No",6,1,400,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,0,"No",1,"Yes",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
3421,2129,"Morocco Beneficiary","Female","Morocco",0,1,0,1,21,"Social Sciences","Niveau Bac / Bac",2019-06-22,0,"NA",2021-06-08,499,"Other Chafchaouen","Tanger-Tétouan-Al Hoceïma",2021-07-16 07:04:00,38,2021-07-16,"Full-time",1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,"Morocco Beneficiary","Enrolled",2021-06-25,"Pathways to a Job",NA,NA,"No","Yes","4-6 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Help Me Find a Job",NA,"ANAPEC","Electronics / Automotive / Aerospace","Industry/Materials",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at 3 Months",2,0,"No",0,"No",0,"No",NA,"Data Not Available",25,18,7,38.89%,25,22,3,13.64%
3423,2127,"Morocco Beneficiary","Female","Morocco",0,1,0,1,21,"Management/Economy","Bac+2",2020-07-13,0,"NA",2021-06-08,499,"Tangier","Tanger-Tétouan-Al Hoceïma",2021-07-16 07:08:00,38,2021-07-16,"Full-time",1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,"Morocco Beneficiary","Enrolled",2021-06-25,"Pathways to a Job",NA,NA,"No","Yes","4-6 Months","Area of study not relevant to job opportunities",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Help Me Find a Job",NA,"ANAPEC","Electronics / Automotive / Aerospace","Electronics / Automotive / Aerospace",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at 3 Months",2,0,"No",0,"No",0,"No",NA,"Data Not Available",22,16,6,37.50%,19,19,0,0.00%
3425,2151,"Morocco Beneficiary","Male","Morocco",1,1,0,0,23,"Social Sciences","Niveau Bac / Bac",2020-07-14,0,"NA",2021-06-08,499,"Tangier","Tanger-Tétouan-Al Hoceïma",2022-04-20 10:43:00,14,2021-06-22,"Full-time",1,302,1,302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,"Morocco Beneficiary","Enrolled",2021-06-25,"Pathways to a Job",NA,NA,"No","Yes","4-6 Months","Area of study not relevant to job opportunities",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Help Me Find a Job",NA,"ANAPEC","Communication/Audio-Visual/Infographic","Education/Training/Coaching",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,1,"Yes",1,"Yes",1,"Yes",NA,"Data Not Available",21,22,-1,-4.55%,21,23,-2,-8.70%
3427,2138,"Morocco Beneficiary","Female","Morocco",0,1,0,1,20,"Other","Niveau Bac / Bac",2020-07-27,0,"NA",2021-06-13,494,"Tangier","Tanger-Tétouan-Al Hoceïma",2022-04-07 07:27:00,33,2021-07-16,"Full-time",0,47,1,265,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2021-06-25,"Pathways to a Job",NA,NA,"No","Yes","4-6 Months","Area of study not relevant to job opportunities",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"Yes","Help Me Find a Job",NA,"ANAPEC","Electronics / Automotive / Aerospace","Agribusiness/Food",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at 3 Months",2,0,"No",0,"No",NA,"Data Not Available",NA,"Data Not Available",19,17,2,11.76%,21,16,5,31.25%
3429,1052,"Palestine Beneficiary","Female","Palestine",0,1,0,0,23,"Finance","University Degree",2020-06-10,0,"NA",2021-03-16,583,NA,"Gaza City",2022-04-20 09:03:00,16,2021-04-01,"Paid internship",1,384,1,384,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Palestine Beneficiary","Accepted",2021-03-04,"Job Training and Placement","Single",NA,"No","Yes","3 Months or Less","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Learn to Plan Career Path",NA,"Other","Banking/Finance","Advertising/Marketing/PR",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Strong",NA,NA,NA,"Good",1,"Placed at 3 Months",2,1,"Yes",1,"Yes",1,"Yes",1,"Yes",NA,NA,NA, NA,NA,NA,NA, NA
3431,1048,"Palestine Beneficiary","Female","Palestine",1,1,0,0,24,"Finance","University Degree",2020-06-14,0,"NA",2021-03-16,583,NA,"Gaza City",2022-04-20 09:01:00,16,2021-04-01,"Paid internship",1,384,1,384,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Palestine Beneficiary","Accepted",2021-03-04,"Job Training and Placement","Single",NA,"No","Yes","7-9 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"No",NA,"No","My Employer Recommended This Training",NA,"EFE Partner organization","Banking/Finance","Advertising/Marketing/PR",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Variable",NA,NA,"Advanced","Excellent",1,"Placed at 3 Months",2,1,"Yes",1,"Yes",1,"Yes",1,"Yes",NA,NA,NA, NA,NA,NA,NA, NA
3432,1747,"Morocco Beneficiary","Male","Morocco",0,1,1,1,30,"Management/Economy","Bac+3",2019-07-11,0,"NA",2021-05-18,520,NA,"Région de Souss-Massa",2022-01-19 08:38:00,-1,2021-05-17,"Full-time",1,247,1,247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,"Morocco Beneficiary","Enrolled",2021-04-28,NA,NA,NA,"Yes",NA,NA,NA,NA,"Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-09-01,"Yes","Improve Professional Skills",NA,"EFE website","Commerce/Sales/Distribution/Purchases","Social/Human Services",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,1,"Yes",1,"Yes",0,"No",NA,"Data Not Available",20,20,0,0.00%,20,20,0,0.00%
3433,1054,"Palestine Beneficiary","Male","Palestine",0,1,0,0,25,"Finance","University Degree",2018-05-27,0,"NA",2021-03-16,583,NA,"Gaza City",2022-04-20 09:02:00,16,2021-04-01,"Paid internship",1,384,1,384,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Palestine Beneficiary","Accepted",2021-03-04,"Job Training and Placement","Single",2022-07-15,"No","Yes","4-6 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Learn to Present Myself Professionally",NA,"EFE Trainer","Advertising/Marketing/PR","Government",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Strong",NA,NA,NA,"Average",1,"Placed at 3 Months",2,1,"Yes",1,"Yes",1,"Yes",1,"Yes",NA,NA,NA, NA,NA,NA,NA, NA
3434,1009,"Jordan Beneficiary","Male","Jordan",0,1,0,0,29,NA,"Tawjihi ? Incomplete",NA,0,"NA",2021-08-05,441,NA,"East Amman",2021-12-30 06:11:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-03-08,"Job Training and Placement","Single",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Improve Professional Skills",NA,"Facebook","Automotive/Mechanic",NA,NA,"Yes",7,2,560,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
3435,3506,"Morocco Beneficiary","Female","Morocco",0,1,0,1,30,NA,"Less than Niveau Bac",NA,0,"NA",2021-08-02,444,"Tangier","Tanger-Tétouan-Al Hoceïma",2022-05-23 11:46:00,60,2021-10-01,"Full-time",0,7,0,7,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,"Morocco Beneficiary","Enrolled",2021-08-09,"Pathways to a Job",NA,NA,"Yes",NA,NA,NA,NA,"Full-time","ANAPEC Contract",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-03,"No","Help Me Find a Job",NA,"ANAPEC","Electronics / Automotive / Aerospace","Commerce/Sales/Distribution/Purchases",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at 3 Months",2,0,"No",0,"No",0,"No",0,"No",22,17,5,29.41%,25,21,4,19.05%
3436,1062,"Palestine Beneficiary","Female","Palestine",1,1,0,0,25,"Finance","University Degree",2019-05-06,0,"NA",2021-03-16,583,NA,"Gaza City",2021-10-14 05:54:00,16,2021-04-01,"Paid internship",0,90,0,90,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,"Palestine Beneficiary","Accepted",2021-03-04,"Pathways to a Job","Single",NA,"No","Yes","7-9 Months","Area of study not relevant to job opportunities",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Yes",NA,"No","Improve Professional Skills",NA,"EFE Trainer","Banking/Finance","Advertising/Marketing/PR",NA,"Yes",NA,NA,NA,NA,"1",1,300,"Position was temporary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Strong",NA,NA,"Intermediate","Good",1,"Placed at 3 Months",2,0,"No",0,"No",0,"No",0,"No",NA,NA,NA, NA,NA,NA,NA, NA
3437,2649,"Jordan Beneficiary","Male","Jordan",0,1,0,0,26,NA,"Below Tawjihi",NA,0,"NA",2021-07-29,448,NA,"East Amman",2022-04-19 06:41:00,3,2021-08-01,"Full-time",0,153,0,153,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,"Jordan Beneficiary","Enrolled",2021-08-23,"Job Training and Placement","Single",NA,"No","Yes","4-6 Months","Difficulty in interviewing",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Friend","Factory production",NA,NA,"No",8,1,450,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,0,"No",1,"Yes",0,"No",0,"No",NA,NA,NA, NA,NA,NA,NA, NA
3438,171,"Egypt Beneficiary","Male","Egypt",0,1,0,0,31,"Other","Vocational diploma",2008-10-10,0,"NA",2021-01-19,639,NA,"Cairo",2022-01-27 11:18:00,1,2021-01-20,"Full-time",1,372,1,372,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Egypt Beneficiary","Enrolled",2020-12-13,"Job Training and Placement","Married",NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,"Yes","Help Me Find a Job",NA,"Facebook","Automotive/Mechanic","Oil/Gas",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,1,"Yes",1,"Yes",1,"Yes",1,"Yes",NA,NA,NA, NA,NA,NA,NA, NA
3439,2650,"Jordan Beneficiary","Male","Jordan",0,1,0,0,19,NA,"Below Tawjihi",NA,0,"NA",2021-07-29,448,NA,"East Amman",2022-06-26 07:11:00,3,2021-08-01,"Full-time",1,329,1,329,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,"Jordan Beneficiary","Enrolled",2021-08-23,"Job Training and Placement","Single",NA,"No","Yes","4-6 Months","Difficulty in interviewing",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Friend","Factory production",NA,NA,"No",8,1,450,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,1,"Yes",1,"Yes",1,"Yes",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
3440,170,"Egypt Beneficiary","Male","Egypt",0,1,0,0,33,"Other","Vocational diploma",2007-06-01,0,"NA",2021-01-19,639,NA,"Cairo",2021-10-25 05:55:00,41,2021-03-01,"Full-time",0,45,0,153,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,"Egypt Beneficiary","Enrolled",2020-12-13,"Job Training and Placement","Single",2021-06-01,"No","Yes","10-12 Months","Not yet completed university",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Yes",NA,"No","Help Me Find a Job",NA,"Facebook","Automotive/Mechanic","Agriculture",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at 3 Months",2,0,"No",0,"No",0,"No",0,"No",NA,NA,NA, NA,NA,NA,NA, NA
3441,2861,"Jordan Beneficiary","Male","Jordan",0,1,0,0,31,NA,"Tawjihi ? Incomplete",NA,0,"NA",2021-08-08,438,NA,"East Amman",2022-07-05 07:30:00,1,2021-08-09,"Unpaid internship",0,31,0,31,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,"Jordan Beneficiary","Enrolled",2021-09-10,"Job Training and Placement","Single",NA,"No","Yes","7-9 Months","Insufficient job search resources",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Friend","Factory production",NA,NA,"Yes",5,1,250,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Placed at Graduation",1,0,"No",0,"No",0,"No",0,"No",NA,NA,NA, NA,NA,NA,NA, NA
